Bucket 8 (8):
3,8,4,8,1,13,1,12,2,12,2 [Linha: 5004]
4,2,2,6,1,2,2,8,1,8,2 [Linha: 5015]
4,12,1,11,1,12,2,10,2,11,2 [Linha: 5020]
1,11,2,3,2,11,3,3,1,8,2 [Linha: 5028]
2,2,1,6,1,2,3,6,4,8,2 [Linha: 5040]
1,9,2,9,1,6,2,4,3,6,2 [Linha: 5056]
3,10,2,10,2,9,3,7,2,7,2 [Linha: 5094]
2,11,3,7,2,10,4,11,1,11,3 [Linha: 5097]
4,5,3,10,1,1,4,1,4,10,2 [Linha: 5141]
4,13,4,7,1,7,1,13,1,6,2 [Linha: 5163]
1,3,3,5,3,3,4,1,1,5,2 [Linha: 5168]
4,6,3,12,1,12,4,12,3,5,3 [Linha: 5184]
3,2,4,11,4,2,4,5,3,5,2 [Linha: 5195]
1,9,3,6,2,10,3,9,4,10,2 [Linha: 5224]
1,12,3,12,4,6,3,13,4,13,2 [Linha: 5228]
1,3,1,1,2,3,2,1,1,9,2 [Linha: 5246]
1,3,3,12,4,12,3,4,3,3,2 [Linha: 5283]
2,1,4,8,4,12,3,8,1,1,2 [Linha: 5290]
1,2,3,2,2,12,1,3,3,3,2 [Linha: 5312]
1,9,1,3,3,2,3,3,3,9,2 [Linha: 5319]
3,3,3,13,1,11,2,13,1,13,3 [Linha: 5347]
1,6,3,7,2,6,4,1,4,7,2 [Linha: 5352]
2,13,2,11,4,13,3,3,3,13,3 [Linha: 5355]
2,1,2,10,4,12,4,10,1,12,2 [Linha: 5392]
1,12,4,12,2,1,4,2,2,12,3 [Linha: 5420]
4,6,3,1,2,6,1,2,3,6,3 [Linha: 5473]
1,8,3,3,3,8,1,6,2,3,2 [Linha: 5480]
2,2,1,5,3,5,4,2,2,12,2 [Linha: 5491]
2,10,2,5,4,10,4,2,4,5,2 [Linha: 5495]
3,1,1,6,4,5,2,6,4,1,2 [Linha: 5517]
1,12,4,8,1,13,4,13,1,8,2 [Linha: 5521]
2,1,3,1,4,2,1,9,2,2,2 [Linha: 5522]
4,1,2,3,4,13,3,1,3,13,2 [Linha: 5535]
1,2,2,2,1,6,3,5,1,5,2 [Linha: 5540]
3,7,3,2,2,2,1,7,1,10,2 [Linha: 5578]
1,11,3,13,1,13,2,9,3,9,2 [Linha: 5584]
1,11,4,6,2,3,2,11,4,11,3 [Linha: 5600]
4,10,2,8,1,3,1,10,2,3,2 [Linha: 5609]
3,8,1,8,4,7,1,7,2,10,2 [Linha: 5613]
2,4,1,12,2,11,4,4,1,11,2 [Linha: 5628]
1,13,4,3,2,8,2,3,2,13,2 [Linha: 5648]
4,9,2,6,1,11,4,11,4,6,2 [Linha: 5659]
2,11,2,10,1,10,3,8,1,8,2 [Linha: 5660]
2,8,3,6,2,1,1,1,2,6,2 [Linha: 5671]
4,13,4,1,1,5,1,13,3,1,2 [Linha: 5673]
1,3,4,11,2,3,3,6,3,11,2 [Linha: 5683]
4,5,2,9,2,5,4,1,4,9,2 [Linha: 5700]
4,12,3,12,3,4,4,9,2,4,2 [Linha: 5753]
1,2,3,1,2,2,4,10,2,1,2 [Linha: 5754]
2,1,1,6,3,6,4,1,1,3,2 [Linha: 5764]
2,1,3,11,2,5,3,5,1,11,2 [Linha: 5788]
2,10,4,13,4,11,1,13,4,10,2 [Linha: 5789]
2,2,1,7,2,7,4,12,4,2,2 [Linha: 5830]
4,8,1,4,4,3,2,4,2,8,2 [Linha: 5850]
3,1,3,8,3,11,1,11,2,11,3 [Linha: 5866]
2,2,3,8,1,3,4,3,4,8,2 [Linha: 5879]
4,2,1,2,4,13,2,13,3,3,2 [Linha: 5882]
1,10,2,13,3,5,1,13,2,10,2 [Linha: 5894]
4,10,3,8,1,10,3,10,4,7,3 [Linha: 5901]
1,9,2,9,2,12,4,5,2,5,2 [Linha: 5944]
2,3,1,5,4,7,3,7,4,5,2 [Linha: 5960]
2,6,3,6,1,10,1,8,2,8,2 [Linha: 5962]
3,2,4,2,2,9,3,9,4,10,2 [Linha: 5965]
4,9,2,9,4,5,3,5,1,4,2 [Linha: 6003]
3,12,1,13,3,7,3,13,4,13,3 [Linha: 6017]
1,2,4,13,3,2,2,13,4,1,2 [Linha: 6028]
2,12,2,1,1,10,4,1,3,10,2 [Linha: 6033]
3,10,4,3,1,10,2,11,4,11,2 [Linha: 6037]
4,5,4,3,2,3,3,12,2,12,2 [Linha: 6045]
1,13,2,4,3,3,4,4,4,13,2 [Linha: 6078]
1,9,2,2,1,2,3,5,3,9,2 [Linha: 6106]
3,7,2,13,2,8,4,7,1,13,2 [Linha: 6112]
4,4,4,5,1,5,3,4,2,8,2 [Linha: 6117]
3,2,2,11,1,2,1,7,2,7,2 [Linha: 6150]
4,9,1,7,2,4,4,7,2,9,2 [Linha: 6220]
1,13,3,5,4,11,3,11,1,5,2 [Linha: 6242]
2,2,3,2,4,10,1,13,2,10,2 [Linha: 6284]
3,11,4,11,2,5,2,6,3,6,2 [Linha: 6314]
1,5,1,11,3,5,4,11,1,10,2 [Linha: 6359]
4,8,4,10,2,2,2,8,1,10,2 [Linha: 6369]
1,3,1,6,1,1,2,3,4,6,2 [Linha: 6384]
2,9,1,13,1,9,2,12,1,12,2 [Linha: 6393]
4,2,2,2,2,12,4,10,4,12,2 [Linha: 6401]
1,8,4,4,3,7,3,8,1,4,2 [Linha: 6412]
4,8,2,8,1,3,3,3,2,2,2 [Linha: 6414]
1,1,4,2,2,9,3,1,2,2,2 [Linha: 6464]
3,10,1,5,1,3,4,5,2,10,2 [Linha: 6497]
3,9,2,13,4,11,2,9,2,11,2 [Linha: 6505]
2,9,1,1,3,10,1,9,2,10,2 [Linha: 6533]
3,4,4,7,1,7,1,4,1,1,2 [Linha: 6557]
2,12,4,11,1,12,4,12,2,7,3 [Linha: 6564]
1,11,3,6,4,11,3,13,4,13,2 [Linha: 6576]
4,10,3,10,3,4,3,13,2,4,2 [Linha: 6585]
4,9,1,9,4,7,3,7,4,4,2 [Linha: 6591]
4,1,1,1,2,5,1,4,3,4,2 [Linha: 6595]
1,5,3,7,3,11,1,11,4,5,2 [Linha: 6661]
4,13,2,5,2,1,3,13,1,13,3 [Linha: 6677]
4,4,4,6,2,6,2,3,1,6,3 [Linha: 6685]
4,8,4,5,1,5,2,11,3,8,2 [Linha: 6691]
2,13,4,10,1,13,4,9,2,10,2 [Linha: 6692]
1,2,1,1,2,3,1,3,3,3,3 [Linha: 6695]
2,12,1,4,3,12,4,4,3,8,2 [Linha: 6705]
1,11,4,4,4,8,1,8,3,4,2 [Linha: 6729]
3,11,2,3,1,5,1,11,2,5,2 [Linha: 6730]
4,3,2,1,3,1,1,2,2,2,2 [Linha: 6735]
2,13,2,10,3,13,3,8,3,10,2 [Linha: 6762]
4,1,3,3,2,1,4,11,2,3,2 [Linha: 6784]
4,12,3,8,4,9,4,8,2,12,2 [Linha: 6811]
4,10,3,13,2,4,1,13,3,10,2 [Linha: 6829]
1,13,3,5,1,5,4,13,1,9,2 [Linha: 6842]
1,13,2,7,2,13,4,7,3,8,2 [Linha: 6856]
4,5,4,1,1,10,1,5,2,1,2 [Linha: 6862]
2,1,2,12,4,1,3,6,4,12,2 [Linha: 6881]
4,9,4,1,1,1,1,9,4,11,2 [Linha: 6906]
4,2,4,8,2,1,1,8,2,2,2 [Linha: 6913]
2,10,1,1,1,10,2,1,4,11,2 [Linha: 6917]
1,7,3,7,1,11,1,13,3,11,2 [Linha: 6929]
2,4,3,11,3,4,4,5,2,5,2 [Linha: 6985]
3,2,1,8,4,4,2,4,4,8,2 [Linha: 7007]
3,13,4,13,3,7,4,7,3,9,2 [Linha: 7036]
3,8,2,8,4,11,3,11,2,13,2 [Linha: 7037]
1,13,2,13,2,3,4,3,3,2,2 [Linha: 7085]
3,8,2,4,1,4,3,7,4,7,2 [Linha: 7098]
4,13,4,4,2,13,1,13,3,12,3 [Linha: 7116]
4,3,3,3,3,7,3,6,4,7,2 [Linha: 7140]
1,10,2,12,3,12,4,10,1,3,2 [Linha: 7155]
4,1,1,5,1,3,4,5,2,3,2 [Linha: 7178]
1,11,1,1,2,9,1,9,3,11,2 [Linha: 7179]
3,13,2,4,3,4,2,8,4,13,2 [Linha: 7191]
4,11,3,5,2,10,4,10,2,11,2 [Linha: 7205]
3,9,3,10,3,11,1,11,4,9,2 [Linha: 7214]
2,12,2,6,4,6,4,12,1,2,2 [Linha: 7215]
4,9,1,4,3,12,1,12,3,4,2 [Linha: 7236]
4,13,1,13,3,2,3,1,3,13,3 [Linha: 7238]
4,13,1,13,3,13,1,4,4,2,3 [Linha: 7301]
4,2,3,2,4,13,1,13,3,11,2 [Linha: 7319]
1,3,4,10,4,8,3,8,2,3,2 [Linha: 7334]
1,1,3,5,1,6,1,5,2,6,2 [Linha: 7340]
2,13,2,4,3,4,1,13,2,11,2 [Linha: 7377]
1,1,2,1,1,8,3,8,2,9,2 [Linha: 7421]
4,13,2,12,3,8,4,12,2,13,2 [Linha: 7425]
2,10,1,4,2,2,4,10,4,4,2 [Linha: 7427]
2,13,3,1,3,4,4,1,1,4,2 [Linha: 7451]
3,7,3,11,1,7,2,11,2,13,2 [Linha: 7459]
1,13,3,13,2,12,3,3,1,12,2 [Linha: 7471]
1,1,1,4,1,11,2,11,2,4,2 [Linha: 7472]
1,9,4,9,2,2,3,10,4,2,2 [Linha: 7479]
2,10,2,8,3,10,4,8,1,9,2 [Linha: 7488]
2,5,3,1,2,1,3,12,4,12,2 [Linha: 7537]
3,12,2,12,4,10,2,10,2,13,2 [Linha: 7541]
2,8,1,6,3,6,3,8,2,5,2 [Linha: 7550]
1,12,3,4,4,13,2,13,2,12,2 [Linha: 7558]
3,9,4,6,1,10,2,10,3,6,2 [Linha: 7585]
4,11,3,11,2,2,3,6,1,6,2 [Linha: 7608]
1,12,1,11,2,11,4,12,4,8,2 [Linha: 7617]
3,3,2,3,1,8,2,9,3,9,2 [Linha: 7659]
1,6,1,12,3,12,3,8,2,8,2 [Linha: 7668]
3,1,3,6,3,5,2,1,2,5,2 [Linha: 7742]
2,7,4,7,3,13,1,8,4,8,2 [Linha: 7743]
4,5,1,8,3,8,1,12,4,12,2 [Linha: 7754]
1,9,3,9,2,7,3,13,2,13,2 [Linha: 7758]
4,8,2,2,1,7,4,7,1,2,2 [Linha: 7763]
1,12,3,12,3,2,4,8,3,8,2 [Linha: 7795]
4,11,3,2,2,2,3,10,2,11,2 [Linha: 7797]
3,6,1,6,1,7,2,7,1,4,2 [Linha: 7849]
4,8,3,7,1,8,3,5,2,5,2 [Linha: 7881]
2,12,2,1,1,1,4,12,2,4,2 [Linha: 7882]
1,9,3,9,2,9,4,5,1,2,3 [Linha: 7927]
3,12,4,8,4,12,3,6,2,12,3 [Linha: 7987]
3,10,3,13,1,13,3,3,4,3,2 [Linha: 7990]
3,6,3,8,2,6,1,8,4,5,2 [Linha: 7998]
3,6,3,9,2,12,3,12,1,12,3 [Linha: 8011]
1,7,4,6,2,10,3,10,3,7,2 [Linha: 8062]
4,13,3,1,1,13,3,13,1,2,3 [Linha: 8095]
3,1,4,2,3,12,3,2,4,12,2 [Linha: 8098]
1,12,2,12,2,9,4,9,3,11,2 [Linha: 8099]
3,9,1,10,4,9,2,1,4,1,2 [Linha: 8111]
4,6,1,12,2,1,1,1,3,12,2 [Linha: 8165]
3,4,1,12,3,2,4,2,1,4,2 [Linha: 8167]
3,9,4,13,2,3,4,3,3,13,2 [Linha: 8174]
1,7,4,5,3,5,4,4,4,7,2 [Linha: 8182]
2,7,2,12,4,13,3,13,4,12,2 [Linha: 8203]
1,12,1,7,1,9,4,9,3,12,2 [Linha: 8222]
4,3,4,6,3,3,3,4,1,6,2 [Linha: 8228]
3,13,2,13,4,5,2,1,4,1,2 [Linha: 8231]
1,8,4,2,4,5,3,8,2,5,2 [Linha: 8251]
2,7,3,12,3,7,1,9,4,9,2 [Linha: 8266]
1,11,2,5,2,8,4,5,3,8,2 [Linha: 8287]
1,6,2,12,3,7,2,6,3,12,2 [Linha: 8319]
3,13,1,13,4,13,4,10,4,3,3 [Linha: 8333]
2,9,1,3,1,9,3,9,1,6,3 [Linha: 8347]
3,9,2,9,2,11,1,12,2,12,2 [Linha: 8365]
2,2,3,11,1,3,3,3,4,2,2 [Linha: 8401]
4,11,1,13,1,2,1,11,4,13,2 [Linha: 8405]
4,11,2,3,3,7,3,11,1,7,2 [Linha: 8430]
4,10,1,10,3,12,2,12,2,8,2 [Linha: 8434]
3,11,1,9,4,9,2,11,2,2,2 [Linha: 8454]
2,3,4,12,4,4,1,12,3,12,3 [Linha: 8504]
2,5,3,8,4,3,2,8,1,8,3 [Linha: 8510]
3,1,2,1,1,5,2,5,1,13,2 [Linha: 8517]
2,1,1,13,2,2,4,1,1,2,2 [Linha: 8545]
2,8,2,12,4,2,3,2,3,12,2 [Linha: 8583]
1,4,4,4,2,3,3,4,4,2,3 [Linha: 8590]
2,3,2,8,3,4,1,8,4,8,3 [Linha: 8635]
2,4,3,4,1,11,2,3,3,11,2 [Linha: 8654]
3,11,2,8,2,11,2,9,1,8,2 [Linha: 8662]
1,4,2,8,3,4,4,3,2,3,2 [Linha: 8674]
2,9,4,11,2,1,4,1,2,11,2 [Linha: 8679]
1,13,2,13,4,12,2,12,3,10,2 [Linha: 8692]
4,8,1,2,3,10,2,10,3,8,2 [Linha: 8702]
1,2,3,6,2,2,4,8,2,6,2 [Linha: 8732]
2,3,4,9,3,3,3,10,1,10,2 [Linha: 8733]
3,13,2,3,4,9,4,3,2,9,2 [Linha: 8790]
1,4,3,4,3,9,3,6,1,9,2 [Linha: 8800]
4,12,2,13,3,12,4,5,3,13,2 [Linha: 8916]
4,12,1,11,2,12,3,7,3,11,2 [Linha: 8928]
1,10,4,7,4,10,3,7,3,4,2 [Linha: 8936]
4,8,2,5,3,8,4,6,1,6,2 [Linha: 8952]
1,10,2,8,4,2,3,10,2,10,3 [Linha: 8968]
1,1,3,8,3,2,4,8,2,1,2 [Linha: 8995]
1,1,2,9,3,3,3,9,4,3,2 [Linha: 9002]
4,1,4,9,3,3,2,9,2,3,2 [Linha: 9004]
3,9,1,12,2,13,3,13,4,12,2 [Linha: 9050]
3,6,3,5,2,13,1,5,4,6,2 [Linha: 9064]
4,12,3,12,3,5,4,3,2,12,3 [Linha: 9083]
3,13,2,13,2,10,2,1,1,1,2 [Linha: 9084]
2,10,4,10,3,3,1,1,2,3,2 [Linha: 9089]
2,12,1,12,3,6,1,10,4,10,2 [Linha: 9093]
2,5,1,9,4,9,4,2,4,5,2 [Linha: 9108]
2,12,3,11,2,8,3,8,3,12,2 [Linha: 9126]
1,8,2,8,3,11,4,13,2,11,2 [Linha: 9147]
2,1,4,3,4,5,3,1,2,5,2 [Linha: 9150]
4,1,3,11,2,11,2,4,4,4,2 [Linha: 9152]
2,8,3,9,1,9,4,8,3,13,2 [Linha: 9182]
1,13,3,10,1,4,3,4,2,10,2 [Linha: 9191]
2,12,4,1,4,11,1,12,1,1,2 [Linha: 9210]
2,5,3,12,1,1,2,12,4,1,2 [Linha: 9219]
1,2,4,5,3,5,2,2,2,3,2 [Linha: 9238]
4,5,2,1,2,3,3,5,1,5,3 [Linha: 9266]
3,11,1,12,4,1,2,11,1,1,2 [Linha: 9284]
3,8,2,4,3,4,3,5,1,8,2 [Linha: 9288]
4,11,3,11,4,8,4,9,1,9,2 [Linha: 9294]
2,7,1,3,3,5,3,7,3,3,2 [Linha: 9310]
1,10,4,10,2,1,1,7,3,10,3 [Linha: 9343]
2,5,1,13,1,1,3,13,2,1,2 [Linha: 9349]
1,6,1,9,3,6,3,3,1,3,2 [Linha: 9354]
4,6,2,12,4,3,3,3,2,6,2 [Linha: 9390]
2,4,1,1,4,8,4,4,3,1,2 [Linha: 9397]
4,10,4,13,1,4,3,13,3,4,2 [Linha: 9415]
1,2,4,3,3,2,3,4,2,3,2 [Linha: 9433]
2,10,1,13,4,6,3,10,2,13,2 [Linha: 9442]
2,2,4,11,4,13,1,11,2,13,2 [Linha: 9480]
4,8,3,7,1,7,1,6,2,6,2 [Linha: 9506]
1,7,4,3,4,11,4,7,3,3,2 [Linha: 9512]
3,1,2,8,3,8,2,5,2,1,2 [Linha: 9538]
1,12,2,5,3,5,1,7,2,7,2 [Linha: 9584]
1,8,4,12,2,8,2,12,4,2,2 [Linha: 9586]
4,1,1,11,1,2,2,2,2,1,2 [Linha: 9600]
4,7,3,12,3,9,2,9,1,7,2 [Linha: 9621]
1,7,4,3,4,7,4,5,3,3,2 [Linha: 9635]
2,9,1,2,4,4,3,4,3,9,2 [Linha: 9676]
2,9,2,12,1,9,2,3,1,12,2 [Linha: 9696]
3,10,3,13,2,13,1,10,1,2,2 [Linha: 9732]
4,10,3,9,1,11,1,10,2,9,2 [Linha: 9736]
3,5,4,5,1,4,4,7,1,7,2 [Linha: 9737]
3,11,3,1,1,11,2,8,2,11,3 [Linha: 9774]
2,2,4,2,2,5,2,11,3,5,2 [Linha: 9776]
3,8,4,6,3,11,4,11,2,6,2 [Linha: 9798]
1,2,1,1,1,5,3,2,3,1,2 [Linha: 9812]
3,3,2,3,3,6,3,4,1,6,2 [Linha: 9834]
1,12,1,8,2,6,1,6,4,8,2 [Linha: 9866]
2,10,1,10,2,9,4,10,3,1,3 [Linha: 9884]
4,3,2,3,3,6,3,11,1,11,2 [Linha: 9915]
4,2,1,2,1,1,4,13,1,13,2 [Linha: 9931]
3,4,2,4,4,1,3,8,1,8,2 [Linha: 9943]
2,2,2,9,1,5,3,5,1,2,2 [Linha: 9944]
4,13,2,13,2,6,3,6,4,11,2 [Linha: 9949]
Suporte: 0.0543

Bucket 4 (4):
2,11,4,9,1,8,4,12,1,10,4 [Linha: 5]
3,3,2,1,3,4,1,5,3,2,4 [Linha: 277]
4,8,1,9,1,6,1,7,4,5,4 [Linha: 294]
2,3,4,7,1,6,4,5,3,4,4 [Linha: 514]
1,11,2,1,4,13,1,10,3,12,4 [Linha: 624]
3,9,3,6,1,7,1,8,1,10,4 [Linha: 1050]
1,13,4,9,2,12,3,10,4,11,4 [Linha: 1066]
4,11,1,8,4,10,2,12,4,9,4 [Linha: 1985]
4,12,2,13,1,11,2,10,2,9,4 [Linha: 2384]
4,2,4,4,3,3,4,6,1,5,4 [Linha: 2452]
3,11,3,12,1,9,1,13,3,10,4 [Linha: 2500]
4,6,1,10,2,7,1,9,1,8,4 [Linha: 2753]
4,10,4,8,3,12,1,9,3,11,4 [Linha: 3158]
1,4,4,6,3,5,4,8,3,7,4 [Linha: 3649]
3,10,4,1,4,13,4,12,1,11,4 [Linha: 3730]
4,5,4,4,1,3,3,7,4,6,4 [Linha: 3855]
4,5,4,9,2,7,2,8,4,6,4 [Linha: 4197]
1,5,2,2,4,3,2,1,3,4,4 [Linha: 4531]
1,5,4,3,2,1,4,2,1,4,4 [Linha: 4560]
3,3,2,7,4,6,1,4,3,5,4 [Linha: 4767]
3,4,1,6,4,7,4,5,2,3,4 [Linha: 4924]
1,7,2,5,3,4,4,6,4,3,4 [Linha: 4991]
2,6,3,7,1,9,1,8,3,10,4 [Linha: 5971]
2,5,2,6,4,4,1,7,4,3,4 [Linha: 6022]
3,5,1,8,2,7,1,4,2,6,4 [Linha: 6509]
4,9,4,11,1,10,2,8,2,12,4 [Linha: 6535]
3,3,2,7,4,6,1,4,3,5,4 [Linha: 6579]
2,10,2,7,4,9,4,8,3,6,4 [Linha: 6909]
2,5,2,6,4,7,3,9,3,8,4 [Linha: 7440]
2,9,2,5,4,6,1,7,2,8,4 [Linha: 7607]
4,4,2,3,2,5,4,2,2,6,4 [Linha: 7895]
3,8,4,11,2,7,4,10,1,9,4 [Linha: 8132]
4,11,4,10,2,7,2,9,1,8,4 [Linha: 8713]
4,12,1,9,1,8,1,10,2,11,4 [Linha: 8871]
4,6,1,5,3,4,4,8,1,7,4 [Linha: 9353]
2,4,4,1,4,5,1,3,4,2,4 [Linha: 9428]
1,10,1,13,3,9,4,12,3,11,4 [Linha: 9589]
2,3,2,5,2,2,1,6,3,4,4 [Linha: 9593]
1,4,1,8,1,5,4,7,4,6,4 [Linha: 9633]
2,4,4,5,1,6,3,2,3,3,4 [Linha: 9993]
Suporte: 0.004

Bucket 0 (0):
1,9,1,11,1,7,1,3,4,6,0 [Linha: 2]
1,5,1,10,3,13,4,3,2,1,0 [Linha: 4]
4,3,1,11,4,4,2,6,2,13,0 [Linha: 6]
3,1,1,3,2,5,1,10,1,8,0 [Linha: 8]
2,1,4,4,3,7,1,11,3,5,0 [Linha: 9]
4,12,2,5,4,6,2,13,1,1,0 [Linha: 10]
1,1,1,4,4,13,1,11,3,10,0 [Linha: 12]
3,4,1,13,3,8,4,12,4,6,0 [Linha: 14]
4,3,3,11,1,7,1,4,3,2,0 [Linha: 15]
2,13,1,12,3,2,3,3,3,9,0 [Linha: 16]
2,13,1,3,1,11,3,2,2,12,0 [Linha: 22]
1,2,4,11,1,9,1,5,4,6,0 [Linha: 23]
2,12,3,9,4,1,2,7,3,2,0 [Linha: 25]
2,3,1,8,1,11,3,6,2,5,0 [Linha: 29]
1,6,4,12,2,2,4,9,1,1,0 [Linha: 32]
2,12,2,6,3,4,3,3,3,10,0 [Linha: 35]
2,6,3,11,2,9,3,10,3,3,0 [Linha: 36]
4,1,1,13,3,3,2,2,1,10,0 [Linha: 37]
1,12,4,11,1,13,2,4,4,9,0 [Linha: 38]
4,6,2,12,3,3,2,13,4,10,0 [Linha: 39]
3,7,4,1,4,8,1,4,1,2,0 [Linha: 40]
1,6,4,8,4,11,3,12,2,2,0 [Linha: 43]
1,8,4,10,4,2,3,11,3,5,0 [Linha: 44]
3,11,3,6,3,8,1,10,1,3,0 [Linha: 45]
2,6,3,1,1,2,4,4,4,10,0 [Linha: 46]
4,7,2,5,1,3,1,13,2,9,0 [Linha: 47]
4,10,4,6,1,11,3,13,4,2,0 [Linha: 50]
2,2,2,7,1,5,2,4,2,3,0 [Linha: 53]
3,11,2,7,3,8,3,10,2,2,0 [Linha: 55]
4,9,4,3,2,12,4,8,1,2,0 [Linha: 56]
1,8,2,12,1,6,3,9,2,1,0 [Linha: 57]
4,11,1,8,1,10,1,12,2,13,0 [Linha: 60]
3,7,1,8,4,1,1,6,4,9,0 [Linha: 61]
3,8,4,12,2,5,2,3,1,1,0 [Linha: 62]
3,2,3,6,1,3,1,11,3,7,0 [Linha: 63]
1,6,4,7,3,1,1,10,3,2,0 [Linha: 66]
4,6,2,2,3,1,3,11,1,5,0 [Linha: 67]
3,12,1,1,2,8,1,10,3,3,0 [Linha: 68]
3,3,2,7,1,1,3,9,4,6,0 [Linha: 70]
2,4,1,5,2,13,3,8,4,1,0 [Linha: 71]
1,7,4,9,2,12,3,2,1,6,0 [Linha: 73]
4,1,1,9,1,4,4,12,3,10,0 [Linha: 80]
2,7,1,8,1,13,1,2,2,1,0 [Linha: 81]
1,3,3,6,4,9,1,11,4,2,0 [Linha: 82]
2,7,3,13,1,2,4,9,3,8,0 [Linha: 83]
2,6,1,12,3,11,2,9,4,7,0 [Linha: 85]
1,1,1,9,1,4,1,2,3,12,0 [Linha: 86]
1,12,3,5,1,6,2,11,3,9,0 [Linha: 87]
3,9,4,6,2,4,1,7,3,10,0 [Linha: 88]
2,13,1,7,1,3,4,6,1,11,0 [Linha: 90]
4,11,2,2,1,12,1,13,2,4,0 [Linha: 91]
1,5,1,9,3,6,4,1,1,11,0 [Linha: 94]
4,10,3,12,4,8,3,7,4,4,0 [Linha: 100]
4,2,1,4,3,9,2,7,2,5,0 [Linha: 103]
1,3,3,2,1,10,1,8,3,4,0 [Linha: 104]
4,13,1,4,3,6,1,10,4,7,0 [Linha: 105]
2,9,3,2,3,1,1,10,4,8,0 [Linha: 106]
2,5,2,1,3,3,2,8,1,9,0 [Linha: 108]
1,11,4,12,4,10,2,2,4,13,0 [Linha: 111]
4,3,1,13,3,7,2,6,3,8,0 [Linha: 112]
1,11,1,8,3,7,2,1,4,9,0 [Linha: 118]
4,12,4,11,1,8,3,7,3,5,0 [Linha: 119]
2,8,3,11,3,12,3,7,2,5,0 [Linha: 121]
3,2,3,7,2,9,1,3,3,4,0 [Linha: 126]
3,9,4,2,3,11,3,12,1,7,0 [Linha: 140]
4,5,2,2,2,6,4,9,3,11,0 [Linha: 142]
1,2,3,11,2,8,1,7,1,13,0 [Linha: 144]
2,11,4,7,2,8,3,13,2,6,0 [Linha: 148]
1,13,3,9,3,7,4,2,3,4,0 [Linha: 149]
3,6,2,13,1,2,2,9,4,8,0 [Linha: 151]
4,10,3,7,1,5,4,6,3,12,0 [Linha: 152]
2,12,4,9,3,11,3,10,3,2,0 [Linha: 154]
2,10,3,13,4,6,1,1,3,4,0 [Linha: 155]
1,1,4,3,1,9,4,2,4,5,0 [Linha: 156]
3,1,3,12,2,4,4,2,1,10,0 [Linha: 159]
4,8,4,6,4,11,2,9,4,10,0 [Linha: 161]
1,10,2,4,2,6,2,1,2,7,0 [Linha: 164]
3,8,2,9,1,1,1,13,3,10,0 [Linha: 166]
2,4,2,2,4,13,2,8,4,9,0 [Linha: 170]
4,9,1,1,1,10,2,8,4,12,0 [Linha: 172]
1,4,1,5,2,8,2,11,2,1,0 [Linha: 173]
4,12,4,4,1,5,3,3,2,7,0 [Linha: 176]
1,12,4,10,3,3,3,11,1,2,0 [Linha: 181]
2,13,1,1,1,3,1,4,4,5,0 [Linha: 182]
2,9,2,13,2,6,3,10,1,1,0 [Linha: 183]
2,2,3,1,4,3,2,13,3,6,0 [Linha: 184]
4,4,1,8,3,3,1,10,1,9,0 [Linha: 185]
4,13,1,10,3,7,3,12,2,3,0 [Linha: 187]
2,3,3,7,3,13,4,2,2,1,0 [Linha: 188]
3,10,4,3,4,12,3,2,4,5,0 [Linha: 192]
3,8,2,13,2,2,1,6,4,12,0 [Linha: 193]
3,7,1,2,3,4,4,8,4,9,0 [Linha: 194]
4,10,3,11,1,2,2,7,1,13,0 [Linha: 196]
1,5,4,4,2,6,2,1,3,9,0 [Linha: 197]
1,13,4,5,3,8,4,3,4,1,0 [Linha: 198]
3,7,4,9,2,5,2,13,4,4,0 [Linha: 199]
1,7,2,11,2,2,3,10,3,4,0 [Linha: 206]
4,7,2,1,2,6,4,2,2,13,0 [Linha: 207]
4,8,1,6,3,10,2,4,3,12,0 [Linha: 208]
4,8,3,12,2,3,4,9,4,4,0 [Linha: 212]
3,1,1,8,4,10,3,9,1,7,0 [Linha: 220]
2,4,3,10,2,5,1,9,2,12,0 [Linha: 224]
3,5,4,8,2,10,1,9,3,6,0 [Linha: 226]
4,13,1,1,1,12,1,2,3,9,0 [Linha: 228]
2,2,2,9,1,7,4,1,3,5,0 [Linha: 229]
3,13,1,4,3,11,1,7,2,10,0 [Linha: 231]
3,12,4,1,4,6,1,2,2,9,0 [Linha: 232]
3,5,2,7,4,10,2,4,1,2,0 [Linha: 233]
1,3,1,9,2,2,1,10,2,7,0 [Linha: 234]
1,9,4,6,2,5,2,3,3,12,0 [Linha: 238]
3,12,3,11,4,2,3,3,4,9,0 [Linha: 240]
4,4,1,12,2,3,1,1,2,7,0 [Linha: 241]
3,7,1,4,1,11,2,6,2,3,0 [Linha: 243]
3,7,1,1,2,10,4,4,1,13,0 [Linha: 245]
2,12,4,7,4,13,1,9,1,8,0 [Linha: 246]
2,3,4,6,4,8,4,1,4,12,0 [Linha: 247]
3,5,3,1,4,3,4,6,1,11,0 [Linha: 250]
4,12,3,1,2,7,1,13,3,4,0 [Linha: 251]
1,13,1,10,3,6,4,11,3,5,0 [Linha: 255]
1,10,4,4,3,6,3,2,2,12,0 [Linha: 257]
4,12,2,2,4,5,3,9,4,10,0 [Linha: 258]
2,11,1,1,3,4,2,3,1,9,0 [Linha: 260]
